,Date,Title,URL,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Design,Sample,Study population,Added on,Critical only,Discharged vs. death?,Sample Text,Matches,Entry
,2020-03-26,"COVID-19 clinical characteristics, and sex-specific risk of mortality: Systematic Review and Meta-analysis",https://doi.org/10.1101/2020.03.24.20042903,medrxiv,,,,,,,,,,,,,,,,Systematic review,4789.0,"Methods: We reviewed the scientific literature published from January 1, 2019 to March 3, 2020.",,,,A total of 4789 patients with a mean age of 49 years were evaluated.,"The most common comorbidities were respectively hypertension (18.5 %, CI 12.7-24.4), 246 cardiovascular diseases (14.9 %, CI 6.0-23.8), diabetes (10.8 %, CI 8.3-13.3), chronic liver 247 disease (8.1, CI 4.6-11.6) and smoking (8.0%, CI 2.3-13.6) ( Table 3) .

Fever (83.0%, CI 77.5 to 87.6), cough (65.2%, CI 58.6 to 71.2) and myalgia/fatigue (34.7, CI 26.0 to 44.4) were the most common symptoms.

The most prevalent comorbidities were hypertension (18.5 %, CI 12.7 to 24.4) and Cardiovascular disease (14.9 %, CI 6.0 to 23.8).

The most prevalent comorbidities in our study were hypertension (18.5 %, CI 12.7-24.4) followed 307 by cardiovascular diseases (14.9 %, CI 6.0-23.8) and diabetes (10.8 %, CI 8.3-13.3).",2020-04-03
,2020-03-24,Prevalence of Underlying Diseases in Hospitalized Patients with COVID-19: a Systematic Review and Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096724/,Arch Acad Emerg Med,,,,,,,,,,,,,,,,Systematic review,76993.0,"METHODS: A comprehensive systematic search was performed on PubMed, Scopus, Web of science, and Google scholar, to find articles published until 15 February 2020.",,,,RESULTS: The data of 76993 patients presented in 10 articles were included in this study.,"As shown in figure 6, the pooled prevalence of acute kidney diseases in SARS-CoV-2 hospitalized patients was estimated as 0.83% (95% CI: 0.37%- 1.43%).

As shown in figure 6 , the pooled prevalence of acute kidney diseases in SARS-CoV-2 hospitalized patients was estimated as 0.83% (95% CI: 0.37%-1.43%).",2020-04-03
,2020-03-23,Chinese and Italian COVID-19 outbreaks can be correctly described by a modified SIRD model,https://doi.org/10.1101/2020.03.19.20039388,medrxiv,,,,,,,,,,,,,,,,Other,30000.0,"However, the data reported in for the Italian case are retrieved from , making the use of both the databases interchangeable.",,,,"This caused many deaths in Italy (>20,000) and many other are expected, overcoming 30,000 cases.",of 7.09 (90% CI: 5.84-8.35).,2020-05-01
,2020-03-23,Insignificant effect of counter measure for coronavirus infectious disease -19 in Japan,https://doi.org/10.1101/2020.03.19.20037945,medrxiv,,,,,,,,,,,,,,,,Modeling,1516.0,"Background: To control COVID−19 outbreak in Japan, sports and entertainment events were canceled in Japan for two weeks from 26 February to 13 March.",,,,"During this period, 1516 cases were recorded with onset dates.","99; its 95% CI was [1.71,2.23].",2020-05-01
,2020-03-20,"Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis",https://doi.org/10.1101/2020.03.17.20037572,medrxiv,,,,,,,,,,,,,,,,Systematic review,30.0,"Methods: The PubMed, Web of Science Core Collection, Embase, Cochrane and MedRxiv databases were searched through February 25, 2020.",,,,"Results: A total of 30 studies including 53000 patients with COVID-19 were included in this study, the mean age was 49.8 years (95% CI, 47.5-52.2 yrs) and 55.5% were male.","Fever (79.1%; 95% CI, 68.0-90.3%), cough (58.0%; 95% CI, 42.0-74.0%) and fatigue (29.3%; 95% CI, 23.

The predictor for disease severity included old age (≥ 50 yrs, odds ratio [OR] = 2.61; 95% CI, 2.29-2.98), male (OR =1.348, 95% CI, 1.195-1.521), smoking (OR =1.734, 95% CI, 1.146-2.626) and any comorbidity (OR = 2.635, 95% CI, 2.098-3.309), especially chronic kidney disease (CKD, OR = 6.017; 95% CI, 2.192-16.514), chronic obstructive pulmonary disease (COPD, OR = 5.323; 95% CI, 2.613-10.847) and cerebrovascular disease (OR = 3.219; 95% CI, 1.486-6.972).

[95% CI, 4.6-7.3%] vs. 0.1%; [95% CI, 0-0.2%], P < 0.001).

Comorbidities with pooled OR larger than 2 included CKD (6.02; 95% CI, 2.19-16.51; n = 4; I 2 = 0), COPD (5.32; 95% CI, ; n = 6; I 2 = 0%), cerebrovascular diseases (3.19 ; 95% CI, 1.51-6.77; n = 6; I 2 = 0%), tumor (3.21; 95% CI, ; n = 4; I 2 = 30%), diabetes (2.49; 95% CI, ; n = 10; I 2 = 44%) and hypertension (2.06; 95% CI, 1.61-2.62; n = 10; I 2 = 36%) ( Figure 4 , eFigure 5).

In support, COVID-19 related death was associated with old age ( ≥ 60 yrs, RR = 9.45; 95% CI, 8.09-11.04), male (RR = 1.67, 95% CI, 1.47-1.89) and any comorbidity (5.86; 95% CI, ), most notably CVD (6.75; 95% CI, 5.40-8.43) followed by hypertension (4.48; 95% CI, ) and diabetes (4.43; 95% CI, ).

Meanwhile, old age (≥ 60 yrs, RR = 9.45; 95% CI, 8.09-11.04), followed by cardiovascular disease (RR = 6.75; 95% CI, 5.40-8.43) hypertension (RR = 4.48; 95% CI, 3.69-5.45) and diabetes (RR = 4.43; 95% CI, 3.49-5.61) were found to be independent prognostic factors for the COVID-19 related death.

The pooled incidence of severity and mortality were 20.2% (95% CI, 15.1-25.2%) and 3.1% (95% CI, 1.9-4.2%), respectively.

comorbidity (OR = 2.635; 95% CI, 2.098-3.309; n = 7; I 2 = 12%).

The most common comorbidities were hypertension (19.0%, 95% CI, 13.2-24.9%), followed by diabetes (8.2%, 95% CI, 6.3-10.0%) and cardiovascular diseases (CVD, 2.7%, 95% CI, 1.4-4.1%).",2020-03-27
,2020-03-16,Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection,https://doi.org/10.1101/2020.03.15.20035360,medrxiv,,,,,,,,,,,,,,,,Systematic review,2259.0,"All included studies were retrospective cohort studies in design, conducted between December 2019 and February 2020 in China, during the novel coronavirus (SARS-2-CoV) outbreak.",,,,"Results Of the 2259 studies identified, 42 were selected after title and abstract analysis, and 7 studies (including 1813 COVID−19 patients) were chosen for inclusion.","Dyspnoea was the only significant symptom predictive for both severe disease (pOR 3.70, 95% CI 1.83 − 7.46) and ICU admission (pOR 6.55, 95% CI 4.28 − 10.0).",2020-03-27
,2020-03-16,"Preliminary evaluation of voluntary event cancellation as a countermeasure against the COVID-19 outbreak in Japan as of 11 March, 2020",https://doi.org/10.1101/2020.03.12.20035220,medrxiv,,,,,,,,,,,,,,,,Modeling,412.0,"We used data of the community outbreak of patients with COVID-19 who showed any symptom in Japan for 14 January -8 March, 2020.",,,,"During 14 January -8 March in Japan, 412 community-acquired cases were identified for whom the onset date was published.","88; its 95% CI was [1.68,2.02].",2020-03-27
,2020-03-12,Prevalence of comorbidities and its effects in patients infected with SARS-CoV-2: a systematic review and meta-analysis,https://doi.org/10.1016/j.ijid.2020.03.017,Int J Infect Dis,,,,,,,,,,,,,,,,Systematic review,576.0,"A systematic search was conducted on studies published from January 1, 2019 to February 25, 2020 in PubMed, EMBASE, and Web of Science databases.",,,,"As of February 25, 2020, a total of 1 576 participants were included in our meta-analysis.","Higher risk of hypertension (OR 2.36, 95% CI: 1.46–3.83), respiratory system disease (OR 2.46, 95% CI: 1.76–3.44), and cardiovascular disease (OR 3.42, 95% CI: 1.88–6.22) were observed in the severe group.

Higher risk of hypertension (OR 2.36, 95% CI: 1.46-3.83), respiratory system disease (OR 2.46, 95% CI: 1.76-3.44), and cardiovascular disease (OR 3.42, 95% CI: 1.88-6.22) were observed in the severe group.

When compared between severe and non-severe patients, the pooled OR of hypertension, respiratory system disease, and cardiovascular disease were 2.36 (95% CI: 1.46–3.83), 2.46 (95% CI: 1.76–3.44) and 3.42 (95% CI: 1.88–6.22) respectively.

The most prevalent comorbidities were hypertension (21.1%, 95% CI: 13.0–27.2%) and diabetes (9.7%, 95% CI: 7.2–12.2%), followed by cardiovascular disease (8.4%, 95% CI: 3.8–13.8%) and respiratory system disease (1.5%, 95% CI: 0.9–2.1%).

As shown in Figure 2 (inserts A, B, C, D), the most prevalent comorbidities were hypertension (21.1%, 95% CI: 13.0–27.2%) and diabetes (9.7%, 95% CI: 7.2–12.2%), followed by cardiovascular disease (8.4%, 95% CI: 3.8–13.8%) and respiratory system disease (1.5%, 95% CI: 0.9–2.1%).

As shown in Figure 2 (inserts A, B, C, D), the most prevalent comorbidities were hypertension (21.1%, 95% CI: 13.0-27.2%) and diabetes (9.7%, 95% CI: 7.2-12.2%), followed by cardiovascular disease (8.4%, 95% CI: 3.8-13.8%) and respiratory system disease (1.5%, 95% CI: 0.9-2.1%).

The results showed the most prevalent clinical symptom was fever (91.3%, 95% CI: 86–97%), followed by cough (67.7%, 95% CI: 59–76%), fatigue (51.0%, 95% CI: 34–68%) and dyspnea (30.4%, 95% CI: 21–40%).

The results of this meta-analysis showed the most prevalent clinical symptom was fever (91.3%, 95% CI: 86–97%), followed by cough (67.7%, 95% CI: 59–76%), fatigue (51.0%, 95% CI: 34–68%) and dyspnea (30.4%, 95% CI: 21–40%).

The results of this meta-analysis showed the most prevalent clinical symptom was fever (91.3%, 95% CI: 86-97%), followed by cough (67.7%, 95% CI: 59-76%), fatigue (51.0%, 95% CI: 34-68%) and dyspnea (30.4%, 95% CI: 21-40%).",2020-05-12
,2020-03-06,ddPCR: a more sensitive and accurate tool for SARS-CoV-2 detection in low viral load specimens,https://doi.org/10.1101/2020.02.29.20029439,medrxiv,,,,,,,,,,,,,,,,Other,57.0,"To perform the tests of clinical samples, throat swab samples of 63 suspected outpatients and 14 supposed convalescents were randomly collected by the medical staffs from COVID-19 designated Renmin and Zhongnan Hospital of Wuhan University.",,,,"Among 57 samples, all of which were reported as negative nucleic acid by officially approved clinical RT-PCR detection, 43 samples were collected from suspected patients with fever in clinic, and 14 were from supposed convalescents who were about to discharge after treatment.","The sensitivity, specificity, PPV, NPV, NLR and accuracy were improved from 40% (95% CI: 27-55%), 100% (95% CI: 54-100%), 100%, 16% (95% CI: 13-19%), 0.6 (95% CI: 0.48-0.75) and 47% (95% CI: 33-60%) for RT-PCR to 94% (95% CI: 83-99%), 100% (95% CI: 48-100%), 100%, 63% (95% CI: 36-83%), 0.06 (95% CI: 0.02-0.18) and 95% (95% CI: 84-99%) for ddPCR, respectively.",2020-05-12
,2020-02-28,Analysis of factors associated with disease outcomes in hospitalized patients with 2019 novel coronavirus disease,https://doi.org/10.1097/cm9.0000000000000775,Chin Med J (Engl),,,,,,,,,,,,,,,,Other,11.0,"Patients included in the study had been diagnosed with COVID-19 associated pneumonia between December 30, 2019, and January 15, 2020 , and hospitalized at one of three tertiary hospitals in Wuhan for over two weeks.",,,,"A total of 11 patients (14.1%) were included in the progression group, and 67 patients (85.9%) were included in the improvement/stabilization group.","The results of univariate logistic analysis found that age (OR, 10.575; 95% CI: 2.095–53.386; P = 0.004), history of smoking (OR, 12.187; 95% CI: 1.762–84.306; P = 0.011), maximum body temperature at admission (OR, 9.709; 95% CI: 1.176–83.330; P = 0.035), respiratory failure (OR, 8.021; 95% CI: 2.022–31.821; P = 0.003), severe illness (OR, 4.651; 95% CI: 0.930–23.250; P = 0.061), albumin (OR, 12.536; 95% CI: 2.409–65.233; P = 0.003), creatinine (OR, 6.800; 95% CI: 1.424–32.470; P = 0.016), procalcitonin (OR, 3.831; 95% CI: 0.551–27.027; P = 0.071), C-reactive protein (OR, 5.988; 95% CI: 1.179–30.300; P = 0.031) were significantly associated with the disease progression.

Multivariate logistic analysis indicated that age (odds ratio [OR], 8.546; 95% confidence interval [CI]: 1.628–44.864; P = 0.011), history of smoking (OR, 14.285; 95% CI: 1.577–25.000; P = 0.018), maximum body temperature at admission (OR, 8.999; 95% CI: 1.036–78.147, P = 0.046), respiratory failure (OR, 8.772, 95% CI: 1.942–40.000; P = 0.016), albumin (OR, 7.353, 95% CI: 1.098–50.000; P = 0.003), and C-reactive protein (OR, 10.530; 95% CI: 1.224−34.701, P = 0.028) were risk factors for disease progression.

Furthermore, the multivariate logistic analysis indicated that age (OR, 8.546; 95% CI: 1.628–44.864; P = 0.011), history of smoking (OR, 14.285; 95% CI: 1.577–25.000; P = 0.018), maximum body temperature at admission (OR, 8.999; 95% CI: 1.036–78.147, P = 0.046), respiratory failure (OR, 8.772, 95% CI: 1.942–40.000; P = 0.016), albumin (OR, 7.353, 95% CI: 1.098–50.000; P = 0.003) and C-reactive protein (OR, 10.53; 95% CI: 1.224–34.701, P = 0.028) were risk factors for disease progression [Table 4].",2020-05-12
,2020-02-20,"Psychological responses, behavioral changes and public perceptions during the early phase of the COVID-19 outbreak in China: a population based cross-sectional survey",https://doi.org/10.1101/2020.02.18.20024448,medrxiv,,,,,,,,,,,,,,,,Cross-sectional,112.0,Transmissibility compared with SARS Wuhan Shanghai <0.001,,,,3 The total number of respondents was 398 in the Wuhan sample and 403 in the Shanghai sample because 112 Wuhan participants and 98 Shanghai participants refused to answer.,N (%) N (%) OR (95% CI) Reported all recommended OR (95% CI),2020-03-27
,2020-02-17,Clinical Characteristics of 2019 Novel Infected Coronavirus Pneumonia：A Systemic Review and Meta-analysis,https://doi.org/10.1101/2020.02.14.20021535,medrxiv,,,,,,,,,,,,,,,,Systematic review,9.0,"Methods: Literature have been systematically performed a search on PubMed, Embase, Web of Science, GreyNet International, and The Cochrane Library from inception up to February 8, 2020.",,,,"Results: A total of nine studies including 356 patients were included in this study, the mean age was 52.4 years and 221 (62.1%) were male.","The pooled incidences rate of symptoms as follows: pharyngalgia (12.2%, 95% CI: 0.087-0.167), diarrhea (9.2%, 95% CI: 0.062-0.133) and headache (8.9%, 95% CI: 0.063-0.125).",2020-03-27
,2020-02-11,"The Novel Coronavirus, 2019-nCoV, is Highly Contagious and More Infectious Than Initially Estimated",https://doi.org/10.1101/2020.02.07.20021154,medrxiv,,,,,,,,,,,,,,,,Modeling,,We extracted daily travel data from Wuhan to each of the provinces.,,,,Patients reported in the Li et al.,1F ; CI: 8.7 to 14.9 days).,2020-03-27
,2020-02-09,"The Novel Coronavirus, 2019-nCoV, is Highly Contagious and More Infectious Than Initially Estimated",https://doi.org/,ArXiv,,,,,,,,,,,,,,,,Modeling,2.0,We extracted daily travel data from Wuhan to each of the provinces.,,,,"For each parameter set, we generate 2 13 = 8192 Monte Carlo samples.",1F ; CI: 8.7 to 14.9 days).,2020-05-01
0,2020-04-23,Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis,https://doi.org/10.1016/j.jinf.2020.04.021,Journal of Infection,OR 5.15,2.51,10.57,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,3030 patients from 13 studies,China,5/6/2020,Y,N,,,
1,2020-04-15,"Risk factors for disease severity, unimprovement, and mortality of COVID-19 patients in Wuhan, China [Clinical Microbiology and Infection]",https://www.clinicalmicrobiologyandinfection.com/article/S1198-743X(20)30217-2/pdf,Clinical Microbiology and Infection,OR 1.9,0.99,3.64,0.05,Not Significant,Not Adjusted,Calculated,OR 3.22,1.15,8.97,0.03,Significant,Not Adjusted,Calculated,,Retrospective observational study,663,"Renmin Hospital of Wuhan University from January 11th to February 6th, 2020",5/6/2020,N,N,,,
2,2020-03-30,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China",https://doi.org/10.1101/2020.03.25.20037721,medRxiv,OR 3.57,1.31,9.78,0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,323,"Tianyou Hospital from January 8 to February 20, 2020",4/10/2020,N,N,,,
3,2020-03-05,Prevalence of comorbidities in the novel Wuhan coronavirus (COVID-19) infection: a systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pubmed/32173574,International Journal of Infectious Diseases,OR 2.46,1.76,3.44,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,4 studies enrolling 1145 subjects,"PubMed, EMBASE, and Web of Science published between Jan 1 and Feb 25 2020",4/10/2020,N,N,,,
4,2020-03-03,Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study,https://doi.org/10.1101/2020.03.01.20029397,medRxiv,OR 3.37,1.41,8.03,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,267,"Qianjiang central hospital of Chongqing, Chongqing three gorges central hospital and Chongqing public health medical center from January 19 to February 16, 2025",5/6/2020,N,N,,,
